IncidentNum,DateTime,Lat,Lon,Address,IncidentType,ActionTaken,Remarks
2021000009772,12/10/2021 10:53,42.5160996,-71.2809177,"66 Sweetwater Ave, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000009773,12/10/2021 11:02,42.5166903,-71.2722708,"504 Springs Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Car 11 Brickey/Kennedy reports a directed patrol of 504 Springs. 
2021000009774,12/10/2021 11:03,42.4856669,-71.2642127,"297 Great Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000009775,12/10/2021 11:07,42.4851486,-71.2601131,"346 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009776,12/10/2021 11:15,42.4851486,-71.2601131,"346 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009777,12/10/2021 11:21,42.4997997,-71.2748915,"17 Pine Hill Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000009778,12/10/2021 11:24,42.4851486,-71.2601131,"346 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009779,12/10/2021 11:30,42.5265157,-71.2815761,"63 Springs Rd, Billerica, MA 01821, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000009780,12/10/2021 11:45,42.48991,-71.2733845,"180 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, 
2021000009781,12/10/2021 11:46,42.4939994,-71.2846601,"9 North Rd, Bedford, MA 01730, USA",MV Stop,Warning - Verbal, No dispatcher remarks listed. 
2021000009782,12/10/2021 12:05,42.4949795,-71.2848689,"25 North Rd, Bedford, MA 01730, USA",MV Crash No Injury,Report, Received a call from an employee at Sullivan Tire reporting a MVC w/out injury in their parking lot. Car11  Brickey/Kennedy dispatched. See report. 
2021000009783,12/10/2021 12:06,42.4905454,-71.2715516,"200 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009784,12/10/2021 12:49,42.4907044,-71.274929,"156 Great Rd, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a call reporting a medical at 156 The Great Rd. E3, M2, and Car5 Sgt. Abajian dispatched. M2 transported  to Lahey "
2021000009785,12/10/2021 13:35,42.4897959,-71.2746837,"167 Great Rd, Bedford, MA 01730, USA",Alarm Commercial,Spoken To," Received a call from Lexington Alarm reporting a commercial burglar alarm at Bedford Funeral Home, 167 The Great  Road. Car 3 Lavine, Car 5 Abajian dispatched. Sgt Abajian reports it was an accidental set off by the business owner. "
2021000009786,12/10/2021 13:47,42.4888412,-71.2624041,"14 Elmbrook Rd, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a call reporting a medical at 14 Elmbrook Rd. E3, M1, and Car3 Lavine dispatched. M1 transported to  Lahey 4.9 miles. "
2021000009787,12/10/2021 16:55,42.4860584,-71.2676936,"42 Roberts Dr, Bedford, MA 01730, USA",209A Service or Attempt,Served In Hand, Car11 Busa called off at 42 Roberts Drive in an attempt to serve a 209A. Officer Busa reports the R/O was served in  hand to the defendant in the presence of a parent/guardian. Return of service was scanned and fax back to the court. 
2021000009788,12/10/2021 17:06,42.5061201,-71.2846957,"North Rd & Pine Hill Rd, Bedford, MA 01730, USA",Check Well Being,Spoken To, Received a call from Carlisle PD reporting an accidental wireless 911 call in the area of Pine Hill Rd and North Rd.   Carlisle PD spoke with the caller who confirmed accidental and no emergencies. 
2021000009789,12/10/2021 18:05,42.4928408,-71.2827344,"2 Mudge Way, Bedford, MA 01730, USA",Informational,For Log Only, Sgt. Waite requests an informational log item be made reporting Car1 was towed by Mal's Towing and was brought  to the DPW. 
2021000009790,12/10/2021 18:12,42.485583,-71.2606004,"340 Great Rd, Bedford, MA 01730, USA",Disturbance,Report," Received a 911 call from management at the Bedford Plaza Hotel, 340 The Great Road reporting a disturbance in  the lobby. Car11 Busa and Car3 Martin dispatched. Car4 Sgt. Saunders also responding. The involved party has left  the hotel. See report. "
2021000009791,12/10/2021 19:24,42.5061502,-71.2415743,"9 Crosby Dr, Bedford, MA 01730, USA",911 - Hangup or Abandonded,Spoken To," Received a wireless 911 hang up call from the area of 9 Crosby Drive. On the call back, spoke to the caller who  reports he is at work and dialed in error. No emergencies. "
2021000009792,12/10/2021 20:07,42.485505,-71.2977913,"205 Concord Rd, Bedford, MA 01730, USA",Check Well Being,Spoken To, Received a wireless 911 hang up call from 205 Concord Rd.  No answer on call back.  Car 9 Sgt Waite dispatched.   Sgt Waite spoke with the home owner who reports it was accidental.  Confirmed no emergencies. 
2021000009793,12/10/2021 19:23,42.4868083,-71.2778391,"102 South Rd, Bedford, MA 01730, USA",Assist Fire Department,Fire Incident - Closed FC, Received a call from 102 South Road requesting a lift assist with no injuries reported. Medic1 responding. Car11  Busa dispatched. Medic1 obtained a signed patient refusal. 
2021000009794,12/10/2021 20:27,42.5166903,-71.2722708,"504 Springs Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Car9 Sgt. Waite conducted a directed patrol of the residence at 504 Springs Road. All in order. 
2021000009795,12/11/2021 00:14,42.4913232,-71.2853793,"9 Mudge Way, Bedford, MA 01730, USA",Alarm Commercial,Nothing Found," Received a call from SAS reporting an alarm activation for the Bedford High School. They reported multiple motion  detectors activated on the first floor. Car2-Reid and Car11-Busa dispatched. Officers checked the school and it is  secure. Ma/Reg: 922KB0 was parked in the rear lot, unoccupied. Facilities Dept. to handle. "
2021000009796,12/11/2021 00:17,42.4928408,-71.2827344,"2 Mudge Way, Bedford, MA 01730, USA",Assist Other Police Department,Assisting Party, Received a call from Lexington Police requesting the use of our BT. Sgt. Abajian assisted the Lexington Officer with  allowing him to submit a refusal. The detainee was not present. 
2021000009797,12/11/2021 00:46,42.4913661,-71.2737789,"160 Great Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Nothing Found, No dispatcher remarks listed. 
2021000009798,12/11/2021 00:56,42.5088847,-71.2362839,"44 Middlesex Turnpike, Bedford, MA 01730, USA",Patrol Initiated Area Check,Nothing Found, No dispatcher remarks listed. 
2021000009799,12/11/2021 00:56,42.5166903,-71.2722708,"504 Springs Rd, Bedford, MA 01730, USA",Directed Patrol,Nothing Found, Car2-Reid conducted a directed patrol of 504 Springs Road. Nothing found. 
2021000009800,12/11/2021 01:27,42.4945093,-71.2861449,"30 North Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Nothing Found, No dispatcher remarks listed. 
2021000009801,12/11/2021 06:55,42.4858247,-71.2606068,"30 Shawsheen Ave, Bedford, MA 01730, USA",Fire Misc.,Fire Incident - Closed FC, Received a call reporting smoke coming from the mulch pile at 30 Shawsheen Ave. E3 and Car2 Maloney  dispatched. 
2021000009802,12/11/2021 07:08,42.4871997,-71.2768646,"30 Hartford St, Bedford, MA 01730, USA",Animal Call,Nothing Found, Received an anonymous call from a neighbor reporting there is a dog at 30 Hartford Street that is outside barking.  The RP stated this is an ongoing issue with the dog barking for long periods of time. Car2 Maloney dispatched.  Officer Maloney checked the area and heard no dog barking at this time. 
2021000009803,12/11/2021 08:54,42.4942853,-71.2920166,"1101 Avalon Dr, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a call reporting a medical at 1101 Avalon Dr. S1, M1, and Car2 Maloney dispatched. M1 transported to  Lahey "
2021000009804,12/11/2021 12:14,42.4873757,-71.2946764,"Concord Rd & Evans Ave, Bedford, MA 01730, USA",MV Disabled,Assisting Party, Car2 Maloney reports a DMV on Concord Rd at Evans Ave. Vehicle was assisted to the side of the road to await a  tow. 
2021000009805,12/11/2021 12:25,42.4866978,-71.2689326,"1 Ashby Pl, Bedford, MA 01730, USA",Water Problem,For Log Only, Received a call from a resident at the Bedford Housing Authority reporting there is a sewer drain in front of Building B  that is clogged with leaves and is starting to flood the parking lot. Bedford Housing Authority maintenance was  notified and responding. . 
2021000009806,12/11/2021 12:53,42.4856669,-71.2642127,"297 Great Rd, Bedford, MA 01730, USA",Assist Fire Department,Fire Incident - Closed FC," Received box 561 for 297 The Great Road, Great Road Shopping Center. Call from Sounder Systems Inc. reports a  central station fire alarm activation at store #7. Zone coming in as smoke back room.  Engine3, Ladder1, and Medic1  responding. Car2 Maloney dispatched. Officer Maloney reports the fire alarm is for Hanscom Federal Credit Union.  Command reports burnt food by an employee on scene. Room was vented, system took a reset, and all companies  clear. "
2021000009807,12/11/2021 15:34,42.4869028,-71.2622709,"314 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, 
2021000009808,12/11/2021 16:03,42.4856669,-71.2642127,"297 Great Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Citation Issued, Officers Piccirillo and Lavine report a patrol initiated check on the parking at the Great Road Shopping Center. There  was one citation issued. 
2021000009809,12/11/2021 16:19,42.4746008,-71.2680945,"16 Summer St, Bedford, MA 01730, USA",911 - Hangup or Abandonded,Spoken To," Received accidental 911 call from the area of 16 Summer Street. The caller was using GPS to navigate, and called  911 in error. All in order, no emergencies. "
2021000009810,12/11/2021 16:19,42.4991344,-71.2540806,"31 Burlington Rd, Bedford, MA 01730, USA",MV Stop,Warning - Verbal, No dispatcher remarks listed. 
2021000009811,12/11/2021 16:31,42.4945074,-71.2915373,"4102 Avalon Dr, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC, Resident of 4102 Avalon Drive reports medical problem. Car11 Busa dispatched. Bedford Squad-1 and Medic-1  responding. Medic-1 transported to Lowell General. 
2021000009812,12/11/2021 17:07,42.4792726,-71.2562616,"451 Great Rd, Bedford, MA 01730, USA",Check Well Being,Checked Area," Cell phone caller reports a nude W/M walking on The Great Road from the Lexington Town line into Bedford. Car5  Piccirrilo and Lavine and Car2 Reid dispatched. The Officers checked the area, and did not locate this male.  Lexington PD also received a call and checked the area in their town. "
2021000009813,12/11/2021 17:17,42.4916355,-71.2639462,"Jonathan Ln & Brooksbie Rd, Bedford, MA 01730, USA",MV Erratic Operator,No Enforcement Action Taken, Received a call from Carlise PD reporting they have a caller reporting an erratic operator on 225 and just entered  Bedford from Carlise. Car 11 dispatched. Carlise PD still on the line with caller reports the MV is just passing Whole  Foods. Car 5 Lavine/Piccirillo report they are off with the MV on Brooksbie at Jonathan Lane. Officer Piccirillo reports  no enforcement action. 
2021000009814,12/11/2021 17:36,42.5166903,-71.2722708,"504 Springs Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Car 11 Busa reports a directed patrol of 504 Springs. Officer Busa reports all in order. 
2021000009815,12/11/2021 18:02,42.5154629,-71.2741037,"96 Sweetwater Ave, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Officer Piccirillo reports a directed patrol check on the bikepath from Sweetwater Avenue to Pine Hill Road. 
2021000009816,12/11/2021 18:11,42.4902431,-71.2741501,"168 Great Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000009817,12/11/2021 18:20,42.4876354,-71.2581642,"39 Shawsheen Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Other," Car 5 Piccirillo/Lavine report they are off at 39 Shawsheen Road investigating a fire alarm sounding. Officer Piccirllio  reports no odor and no smoke showing, attempted to get in contact with the owner, and he left a message with the  owner of the property. "
2021000009818,12/11/2021 18:25,42.5160996,-71.2809177,"66 Sweetwater Ave, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, 
2021000009819,12/11/2021 19:45,42.4747892,-71.2725028,"1 Meeting House Cir, Bedford, MA 01730, USA",911 - Hangup or Abandonded,Spoken To," Received 911 call with out a person on the other end. There were loud sounding family discussions, but not fighting.  Then a person said ""You called 911? Tell them it was an accident"" and they hung up. Car2 Reid and Car5 Lavine  dispatched. At callback, spoke with a male who reported he was in Lowell. The Officers spoke with the resident, who  did not know the party who claimed to be in Lowell. All in order. "
2021000009821,12/11/2021 21:55,42.4844108,-71.2634112,"329 Great Rd, Bedford, MA 01730, USA",Larceny,Report," Received call from John, an employee at Olde Bedford Package Store reporting a W/M came into the store, stole a  bottle and ran out. He left the area in MA reg 2YPV17, a white or silver sedan, unknown direction. Car2 Reid  dispatched. Officer Reid reports this MV is currently parked at the Bedford Motel. Car11 Busa and Car4 Sgt Naylor  dispatched.  See report. "
2021000009822,12/12/2021 00:31,42.5137124,-71.2706467,"319 Springs Rd, Bedford, MA 01730, USA",Tree Down,Removed, Received a call reporting a tree down in the area of 319 Springs Road. Car11-Busa dispatched. Ofc. Busa removed a  limb from the street. The road is open. 
2021000009823,12/12/2021 00:38,42.4819322,-71.2722244,"193 South Rd, Bedford, MA 01730, USA",Tree Down,Removed, Received a call reporting a tree down in the area of 193 South Road. Car11-Busa dispatched. Ofc. Busa removed a  limb from the street. The road is open. 
2021000009824,12/12/2021 00:56,42.4879086,-71.2782103,"7 Hartford St, Bedford, MA 01730, USA",Directed Patrol,No Enforcement Action Taken," Car11-Busa conducted a directed patrol, overnight parking violations, on Hartford Street. All is in order. "
2021000009825,12/12/2021 00:59,42.4856669,-71.2642127,"297 Great Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Observed, Car11-Busa reports checking the area of the GRSC. He reported that Eversource was in the area taking care of a  limb on the wires in the area. 
2021000009826,12/12/2021 00:58,42.5093095,-71.2751709,"210 Springs Rd, Bedford, MA 01730, USA",Assist Other Police Department,Report, VAPD requested officers assist with a vehicle parked in the MCC overflow parking lot at 210 Springs Road. The  vehicle is Ma/Reg: 2YYP95. Car2-Reid and Car11-Busa dispatched. See report. 
2021000009827,12/12/2021 01:15,42.4856669,-71.2642127,"297 Great Rd, Bedford, MA 01730, USA",Alarm Commercial,Checked/Secured, Received a call from ADT reporting an alarm activation for TJ Maxx. Car2-Reid dispatched. Ofc. Reid reports that the  alarm was most likely set off by the power outage in the area. All is in order at the store. 
2021000009828,12/12/2021 02:10,42.5166903,-71.2722708,"504 Springs Rd, Bedford, MA 01730, USA",Directed Patrol,Nothing Found, Car2-Reid conducted a directed patrol of 504 Springs Road. All is in order. 
2021000009829,12/12/2021 06:40,42.5184413,-71.2854953,"379 North Rd, Bedford, MA 01730, USA",Tree Down,DPW Notified, Received a call reporting a tree limb down on the North Road near Zwickers. Car 10 Towle reports he removed the  limb and moved it off to the side of the road in front of 396 North Road and requests DPW be notified. DPW notified  via E-mail. 
2021000009830,12/12/2021 07:39,42.4854544,-71.2813642,"20 Railroad Ave, Bedford, MA 01730, USA",Disturbance,Report," 911 call from 20A Railroad Avenue reporting disturbance with a resident. Car2 Maloney, Car8 Hunt and Car4 Sgtt  Naylor dispatched. Officer Maloney requests an ambulance for an evaluation. Bedford E-3 and Medic-1 responding.  Bedford Medic-1 transported to Emerson, with Officer Maloney following.  6.6. 1 FF needed for station coverage. No  coverage obtained. See report. "
2021000009831,12/12/2021 09:43,42.4858247,-71.2606068,"30 Shawsheen Ave #9, Bedford, MA 01730, USA",Fire Misc.,Fire Incident - Closed FC, Received two calls reporting the Meade Brother wood pile at 30 Shawsheen Ave was smoking. E3 and Car 2  Maloney dispatched. Officer Maloney reports no flames smoke only. 
2021000009832,12/12/2021 11:52,42.5160996,-71.2809177,"66 Sweetwater Ave, Bedford, MA 01730, USA",911 - Hangup or Abandonded,Spoken To," Received a wireless accidental 911 call from a party at the Job Lane School, 66 Sweetwater Avenue. Caller  confirmed no emergency. "
2021000009833,12/12/2021 13:16,42.5160996,-71.2809177,"66 Sweetwater Ave, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, Officer Maloney reports he is out at the Job Lane School for a walk thru during a basketball game. l 
2021000009834,12/12/2021 13:40,42.4858247,-71.2606068,"30 Shawsheen Ave #9, Bedford, MA 01730, USA",Fire Misc.,Fire Incident - Closed FC," Received a wireless 911 call from the resident of 42 Shawsheen Road reporting there is a fire in the wood pile at  Mead Brothers, 30 Shawsheen Ave. E3, Car 8 Hunt dispatched. E3 reports there is no smoke and that their is an  employee on scene. "
2021000009835,12/12/2021 15:13,42.490913,-71.2728508,"170 Great Rd, Bedford, MA 01730, USA",Disturbance,Spoken To," Received a 911 call from an employee at  Whole Foods, 170 The Great Rd., reporting two individuals in the store  refusing to wear masks and causing a disturbance.  Car 11 Officer Busa and Car 5 Officer Piccirillo/Lavine  dispatched. Party left without incident. "
2021000009836,12/12/2021 15:28,42.4814121,-71.2704611,"206 South Rd, Bedford, MA 01730, USA",Vandalism,DPW Notified," Received a call from the resident of 206 South Rd wanting to report vandalism to her mailbox.  Car 5 Officer  Piccirillo/Lavine dispatched.  Officer Piccirillo reports that there is no vandalism and requested that the DPW be  notified to reinstall the mailboxes at 204, 206, and 208 South Rd.  DPW notified. "
2021000009837,12/12/2021 16:00,42.4858247,-71.2606068,"30 Shawsheen Ave #9, Bedford, MA 01730, USA",Fire Misc.,Fire Incident - Closed FC," E-3, S-1 reported they were on air responding back to the wood chip pile at 30 Shawsheen Ave. E-3 reported they did  not need PD. "
2021000009838,12/12/2021 16:12,42.4984642,-71.2777463,"88 Hancock St, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC, Received a call reporting a medical at 88 Hancock St.  Medic 1 and Car 11 Officer Busa dispatched. Medic 1 is  transported one to Lahey Hospital. 
2021000009839,12/12/2021 16:47,42.4776421,-71.3166754,"445 Concord Rd, Bedford, MA 01730, USA",Disturbance,Transported," Resident of Edinburgh Center, 445 Concord Rd into lobby reporting a problem with a staff member. Car 9 Sgt Towle  and Car 5 Officer Lavine spoke to the party. Car 5 Officer Lavine provided a courtesy transport back to 445 Concord  Rd. "
2021000009840,12/12/2021 16:51,42.5027767,-71.2737209,"200 Springs Rd, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a call from a nurse at the VA Hospital reporting a medical at Bldg 78, unit #78F. Squad 1 and Billerica P150  dispatched. VAPD notified. Billerica P150 transported one to Lahey Hospital. "
2021000009841,12/12/2021 17:11,42.4922981,-71.2902373,"Concord Rd & Davis Rd, Bedford, MA 01730, USA",Hazard - Road,DPW Notified, Car 5 Officer Piccirillo/Lavine report that the crosswalk lights at Davis Rd and Concord Rd are continuously flashing.   DPW notified by email. 
2021000009842,12/12/2021 17:31,42.5082341,-71.3145743,"400 Carlisle Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000009843,12/12/2021 19:06,42.5027767,-71.2737209,"200 Springs Rd #4c, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a 911 call from a Nurse at the VA requesting EMS for a Medical in building 4C. Medic-1, S-1 dispatched.  Medic-1 transported 1 to Lahey 5.0. "
2021000009845,12/12/2021 19:11,42.4834629,-71.2742661,"168 South Rd, Bedford, MA 01730, USA",Animal Call,Nothing Found, Received a call reporting a deceased deer in the roadway area of 168 South Rd. Car 5 Piccirillo/Lavine dispatched.  Officer Piccirillo reported area checked nothing found. 
2021000009846,12/12/2021 20:19,42.5166903,-71.2722708,"504 Springs Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Car 5 Officer Piccirillo/Lavine report a directed patrol of 504 Springs Rd.  All is in order. 
2021000009847,12/12/2021 20:48,42.4846479,-71.2795402,"10 Commercial Ave, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000009848,12/12/2021 21:08,42.5160996,-71.2809177,"66 Sweetwater Ave, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000009849,12/12/2021 21:25,42.5199945,-71.2867873,"North Rd & Appletree Ln, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009850,12/12/2021 21:44,42.4932123,-71.258324,"Old Billerica Rd & Page Rd, Bedford, MA 01730, USA",MV Disabled,Spoken To, Car 5 Officer Piccirillo/Lavine report out with a possible DMV at Old Billerica Rd and 
2021000009853,12/13/2021 00:15,42.485583,-71.2606004,"340 Great Rd, Bedford, MA 01730, USA",Check Well Being,Spoken To," Received a 911 error call from the Plaza Hotel, 340 The Great Rd. Caller was a employee at the front desk. Car 3  Weisenborn dispatched. Officer Weisenborn reported he spoke to the caller, confirmed dialed in error. "
2021000009854,12/13/2021 00:22,42.5166903,-71.2722708,"504 Springs Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Car 9 Reid reported a check of 504 Springs Rd. 
2021000009855,12/13/2021 00:52,42.5088847,-71.2362839,"44 Middlesex Turnpike, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000009856,12/13/2021 01:08,42.497185,-71.27163,"Dunster Rd & Page Rd, Bedford, MA 01730, USA",Directed Patrol,Observed, Car 3 Weisenborn reported conducting overnight parking enforcement on Dunster Rd. 3 Warnings were issued. 
2021000009857,12/13/2021 01:11,42.4945093,-71.2861449,"30 North Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000009858,12/13/2021 01:19,42.4817479,-71.3041624,"21 Caesar Jones Way, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000009859,12/13/2021 01:30,42.4842956,-71.2767287,"Washington St & South Rd, Bedford, MA 01730, USA",Directed Patrol,Observed, Car 9 Reid reported conducting overnight parking enforcement on Washington Street. Officer Reid reported 2  warnings were issued. 
2021000009860,12/13/2021 05:22,42.5027767,-71.2737209,"200 Springs Rd #78c, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a 911 call from a Nurse at the VA requesting EMS for a Medical in building 78C. Medic1, S-1 dispatched.  Medic-1 transported 1 to Lahey 5.0 miles. "
2021000009862,12/13/2021 07:16,42.4906994,-71.2744937,"152 Great Rd, Bedford, MA 01730, USA",Alarm Commercial,False Alarm," AFA reports commercial burglar alarm at 152 The Great Road, Red Heat Tavern. The alarm is for the back kitchen  door. Car11 Kennedy and Car5 Piccirillo and Lavine dispatched. Officer Kennedy reports the building is secure. "
2021000009863,12/13/2021 07:23,42.4866978,-71.2689326,"1 Ashby Pl e 4, Bedford, MA 01730, USA",Assist Fire Department,Fire Incident - Closed FC, Resident of Ashby Place reports the resident of apartment E-4 is locked out of his apartment. Bedford Squad-1  responding. Squad-1 assisted the resident and he is back inside. 
2021000009864,12/13/2021 07:26,42.5034243,-71.3011089,"216 Carlisle Rd, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a 911 call from 216 Carlise Road requesting an ambulance. E3, Medic 1, Car 8 Hunt dispatched. Medic 1  transported one to Lahey. "
2021000009865,12/13/2021 07:31,42.4858247,-71.2606068,"30 Shawsheen Ave, Bedford, MA 01730, USA",Fire Misc.,Fire Incident - Closed FC," Received a wireless 911 reporting smoke in the area of Shawsheen Ave. Squad 1, Car 11 Kennedy dispatched. C2  Captain Sullivan and E3 also responding. Captain Sullivan reports small area of smoldering and they will water it  down. "
2021000009866,12/13/2021 07:42,42.5034243,-71.3011089,"216 Carlisle Rd, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a 911 call from 216 Carlise Road requesting an ambulance. E3, Car 8 Hunt, and Billerica P15 responding.  Billerica P15 transported one to Lahey. "
2021000009867,12/13/2021 07:43,42.473722,-71.2711973,"2 Saran Ave, Bedford, MA 01730, USA",Check Well Being,Report," Received a call from a party who received a voicemail on her work phone line from a female who lives at 2 Saran  Avenue. Officer Piccirillo and Lavine spoke with this party over the phone, and went to 2 Saran Avenue for a check  well being. The resident at 2 Saran would not open the door, notified the male resident of that address to have the  female open the door for the Officers to check her well being. It appears the female may be asleep, the Officers will  check on her later today. See report. "
2021000009868,12/13/2021 08:16,42.4856669,-71.2642127,"297 Great Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000009869,12/13/2021 08:39,42.4872086,-71.2646468,"Great Rd & Elmbrook Rd, Bedford, MA 01730, USA",Directed Patrol,Observed," Car 11 Kennedy reports a directed patrol at The Great Road and Elmbrook Road. Officer Kennedy observed school  bus number 6, reports no violations. "
2021000009870,12/13/2021 10:05,42.5010995,-71.2590226,"100 Old Billerica Rd, Bedford, MA 01730, USA",MV Stop,Warning - Verbal, No dispatcher remarks listed. 
2021000009871,12/13/2021 10:10,42.5010995,-71.2590226,"100 Old Billerica Rd, Bedford, MA 01730, USA",911 - Hangup or Abandonded,Spoken To," Received a 911 hang up call from Carleton Willard Village, 100 Old Billerica Road. On the call back spoke to Mary  Ellis at Carleton Willard and she will check the nurses stations and call back if there is an emergency. "
2021000009872,12/13/2021 10:12,42.4917373,-71.2802658,"17 Elm St, Bedford, MA 01730, USA",Elder Affairs Incident,Transported," Received a 911 call from Tobe, an employee of Minute Man Services requesting an ambulance for 17 Elm Street.  Squad 1, Medic 1, Car 11 Kennedy dispatched. Medic 1 transported one to Lahey. See report. 5.3 Miles. "
2021000009873,12/13/2021 10:22,42.5049082,-71.2388019,"202 Burlington Rd, Bedford, MA 01730, USA",Wires Down,Util Co Notified, Received a wireless 911 call reporting wires down in front of the entrance of the Mitre Buildings at Crosby Drive.  Caller reports no arcing no sparking. E3 and Car 5 Piccirillo/Lavine dispatched. E3 reports they taped the wire up and  requests Verizon be notified. Verizon notified. 
2021000009874,12/13/2021 10:40,42.4805697,-71.2562616,"444 Great Rd, Bedford, MA 01730, USA",MV Stop,Citation Issued, 
2021000009875,12/13/2021 10:39,42.4923023,-71.2827412,"8 Mudge Way, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, ACO Leskouski reports a check of the Middle school and High School fields and tennis courts. All is in order. 
2021000009876,12/13/2021 11:15,42.4945966,-71.2608788,"75 Page Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009877,12/13/2021 11:24,42.4902431,-71.2741501,"168 Great Rd, Bedford, MA 01730, USA",MV Stop,Citation Issued, No dispatcher remarks listed. 
2021000009878,12/13/2021 14:05,42.485583,-71.2606004,"340 Great Rd, Bedford, MA 01730, USA",MV Stop,No Enforcement Action Taken, 9ry786 
2021000009879,12/13/2021 14:10,42.5076407,-71.2904137,"15 Pickman Dr, Bedford, MA 01730, USA",Alarm Resident,Spoken To," Received a call from Safety Signal reporting a residential burglar alarm at 15 Pickman Drive, the Senna residence.  Car 8 Hunt and Car 11 Kennedy dispatched. Officer Hunt reports it was an accidental, a family member is staying at  the house and set off the alarm. "
2021000009880,12/13/2021 14:19,42.4926099,-71.2801591,"60 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009881,12/13/2021 15:11,42.4854544,-71.2813642,"20 Railroad Ave, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a 911 call from 20 A Railroad Ave reporting a medical.  Eng 3, Medic 1,  and Car 11 Officer  Brickey/Kennedy dispatched.  Medic 1 transported one to Lahey Hospital. "
2021000009882,12/13/2021 15:16,42.5027767,-71.2737209,"200 Springs Rd, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC, Received a 911 call from a nurse at the VA Hospital reporting a medical in building 62A.  Squad 1 and Billerica P150  responding. VAPD notified. Engine 3 reports no transport. VA and medical staff to handle. 
2021000009883,12/13/2021 15:21,42.5154568,-71.2383973,"4109 Taylor Pond Ln, Bedford, MA 01730, USA",Check Well Being,Checked Area, Received a wireless 911 hang up call from the area of 4109 Taylor Pond Lane. No answer on call back. Car 11  Officer Brickey/Kennedy dispatched.  Officers checked the area and found no emergencies. 
